Channel,Campaign,Campaign ID,Ad group,Ad group ID,Search keyword,Search term,Match type,Cost,Impressions,Reach,Clicks,Conversions,Age,Gender
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - T Shirts,1.14E+11,t shirts for men,man t shirts,Exact (close variant),67.394,2174,326.1,313.056,26.088,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - T Shirts,1.14E+11,tee shirts,ee shirts,Exact (close variant),41.1,1644,937.08,899.5968,74.9664,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - T Shirts,1.14E+11,tee shirts,clothes t shirt,Exact (close variant),10.925,475,199.5,53.865,5.985,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - T Shirts,1.14E+11,t shirts shop,buy tshirts,Exact (close variant),168.7,4820,1687,202.44,16.87,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - T Shirts,1.14E+11,t shirts shop,buy tshirt,Exact (close variant),95.136,3964,1427.04,1698.1776,99.8928,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - T Shirts,1.14E+11,t shirts shop,buy t shirts,Exact (close variant),23.68,740,244.2,36.63,7.326,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - T Shirts,1.14E+11,t shirts shop,buy t shirt,Exact (close variant),45.675,1575,992.25,1131.165,59.535,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - T Shirts,1.14E+11,tee shirts,but tshirts,Exact (close variant),19.19,1010,666.6,46.662,6.666,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - T Shirts,1.14E+11,t shirts for men,best t shirt for men,Exact (close variant),15.708,714,449.82,53.9784,4.4982,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Shirts,1.14E+11,slim fit t shirts,skinny t shirts,Exact (close variant),99.03,3301,1122.34,1616.1696,89.7872,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Shirts,1.14E+11,shirts for men,shirts for men sale,Exact (close variant),186.888,4792,2779.36,2640.392,138.968,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Shirts,1.14E+11,shirts,shirt shirt,Exact (close variant),23.274,862,163.78,163.78,8.189,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Shirts,1.14E+11,shirts for men,shirt clothes for men,Exact (close variant),184.32,4608,2580.48,1032.192,103.2192,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Shirts,1.14E+11,shirts for men,mens tshirts,Exact (close variant),19.425,1295,712.25,284.9,56.98,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Shirts,1.14E+11,shirts for men,mens shirts online,Exact (close variant),139.954,4826,1013.46,131.7498,10.1346,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Shirts,1.14E+11,shirts for men,mens shirt,Exact (close variant),9.723,463,101.86,61.116,6.1116,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Shirts,1.14E+11,shirts for men,men's shirts,Exact (close variant),46.791,1733,918.49,551.094,36.7396,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Shirts,1.14E+11,shirts for men,guy shirts,Exact (close variant),4.995,333,233.1,130.536,18.648,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Shirts,1.14E+11,shirts for men,gents shirts,Exact (close variant),94.88,2965,1037.75,622.65,51.8875,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Shirts,1.14E+11,shirts,a shirt,Exact (close variant),158.592,4956,892.08,999.1296,62.4456,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Shirts,1.14E+11,shirts for boys,shirts for boys,Exact,69.23,1978,1087.9,1740.64,87.032,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mens,1.14E+11,mens tees,tshirts men,Exact (close variant),139.326,4222,1604.36,1909.1884,112.3052,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mens,1.14E+11,mens tees,tees for men,Exact (close variant),12.543,339,94.92,30.3744,1.8984,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mens,1.14E+11,mens pocket t shirts,t shirt with pocket mens,Exact (close variant),63.336,1624,487.2,477.456,34.104,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mens,1.14E+11,mens tees,t shirt for mens online,Exact (close variant),82.258,3739,1458.21,612.4482,43.7463,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mens,1.14E+11,mens tees,t shirt for men,Exact (close variant),85.36,3880,2444.4,586.656,48.888,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mens,1.14E+11,mens tees,style t shirt for man,Exact (close variant),129.064,4964,794.24,262.0992,23.8272,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mens,1.14E+11,mens pocket t shirts,pocket t shirt mens,Exact (close variant),37.08,927,407.88,212.0976,16.3152,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mens,1.14E+11,mens pocket t shirts,pocket t shirt men's,Exact (close variant),177.52,4438,2041.48,857.4216,142.9036,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mens,1.14E+11,mens shirts sale,mens tshirt sale,Exact (close variant),2.1,70,42.7,22.204,1.708,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mens,1.14E+11,mens tees,mens t shits,Exact (close variant),49.86,1385,290.85,101.7975,20.3595,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mens,1.14E+11,mens pocket t shirts,mens t shirts with pockets,Exact (close variant),81.72,2043,1103.22,198.5796,11.0322,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mens,1.14E+11,mens shirts sale,mens shirts on sale,Exact (close variant),62.106,1882,357.58,160.911,10.7274,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mens,1.14E+11,mens tees,men's t shirt,Exact (close variant),35.872,2242,291.46,373.0688,23.3168,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mens,1.14E+11,mens shirts sale,men's shirts sale online,Exact (close variant),26.784,1674,887.22,346.0158,26.6166,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mens,1.14E+11,mens shirts sale,men's shirts on sale,Exact (close variant),162.146,4267,853.4,1092.352,68.272,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mens,1.14E+11,mens shirts sale,men's shirt on sale,Exact (close variant),83.028,2442,244.2,332.112,19.536,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mens,1.14E+11,mens tees,men t shirts online,Exact (close variant),59.37,3958,752.02,135.3636,15.0404,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mens,1.14E+11,mens shirts sale,men shirts sale,Exact (close variant),162.134,4382,2322.46,1300.5776,162.5722,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mens,1.14E+11,mens shirts sale,men shirt sale,Exact (close variant),63.45,2538,1040.58,405.8262,31.2174,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mens,1.14E+11,mens graphic tees,graphic tees men's,Exact (close variant),98.5,4925,1280.5,332.93,25.61,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mens,1.14E+11,mens graphic tees,graphic tees for men,Exact (close variant),59.533,1609,852.77,127.9155,25.5831,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mens,1.14E+11,mens graphic tees,graphic t shirts for men,Exact (close variant),57,2280,706.8,395.808,28.272,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mens,1.14E+11,mens graphic t shirts,graphic t shirt men,Exact (close variant),27.944,998,189.62,159.2808,13.2734,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mens,1.14E+11,mens shirts sale,buy shirts for men,Exact (close variant),76.77,4265,1578.05,804.8055,47.3415,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mens,1.14E+11,mens graphic tees,mens graphic tees,Exact,79.141,2729,1064.31,202.2189,10.6431,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mixed,1.14E+11,graphic tees men,unique graphic t shirts mens,Exact (close variant),20.52,1026,389.88,187.1424,31.1904,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mixed,1.14E+11,retro shirts,t shirts retro,Exact (close variant),16.35,1090,555.9,355.776,22.236,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mixed,1.14E+11,retro shirts,t shirt retro,Exact (close variant),32.076,891,534.6,261.954,37.422,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mixed,1.14E+11,graphic tees men,men graphic tees,Exact (close variant),90.104,3218,933.22,531.9354,27.9966,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mixed,1.14E+11,graphic tees men,graphic tees men's,Exact (close variant),34.386,1563,218.82,157.5504,8.7528,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mixed,1.14E+11,graphic tees men,graphic t shirts for men,Exact (close variant),145.197,3723,1749.81,472.4487,52.4943,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mixed,1.14E+11,graphic tees men,graphic t shirt men,Exact (close variant),121.96,3049,579.31,69.5172,11.5862,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mixed,1.14E+11,crew neck t shirt,crew neck shirt,Exact (close variant),94.496,2953,1328.85,837.1755,93.0195,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Mixed,1.14E+11,graphic tees men,best graphic tees for men,Exact (close variant),166.906,4909,2601.77,312.2124,26.0177,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Cool,1.14E+11,cool t shirts for men,stylish t shirts for men,Exact (close variant),46.545,3103,1023.99,1474.5456,81.9192,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Cool,1.14E+11,cool shirts,shirtz cool,Exact (close variant),14.865,991,267.57,171.2448,21.4056,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Cool,1.14E+11,cool shirts,coolshirts,Exact (close variant),132.26,3890,583.5,350.1,23.34,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Cool,1.14E+11,cooling shirt,cooling t shirt,Exact (close variant),59.664,2486,845.24,202.8576,33.8096,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Cool,1.14E+11,cool shirts,coolest shirts,Exact (close variant),117.546,3014,1989.24,1670.9616,119.3544,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Cool,1.14E+11,cool shirts,cool shirts for sale,Exact (close variant),49.41,1830,475.8,171.288,14.274,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Cool,1.14E+11,cool shirts,cool shirta,Exact (close variant),22.704,1419,525.03,236.2635,15.7509,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Cheap,1.14E+11,cheap t shirts,tshirts for less,Exact (close variant),70.839,4167,1375.11,2200.176,110.0088,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Cheap,1.14E+11,cheap t shirts,t shirts cheap,Exact (close variant),3.451,203,54.81,13.1544,1.0962,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Cheap,1.14E+11,cheap t shirts,t shirt pas cher,Exact (close variant),41.66,2083,1124.82,359.9424,44.9928,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Cheap,1.14E+11,cheap t shirts,t shirt less price,Exact (close variant),160.44,4011,1403.85,673.848,112.308,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Cheap,1.14E+11,cheap t shirts,t shirt best price,Exact (close variant),87.912,3996,2677.32,642.5568,107.0928,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Cheap,1.14E+11,cheap mens t shirts,mens t shirts cheap,Exact (close variant),90.04,4502,630.28,302.5344,37.8168,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Cheap,1.14E+11,cheap t shirts,low price t shirt,Exact (close variant),52.8,2640,1372.8,1208.064,109.824,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Cheap,1.14E+11,cheap t shirts,cheep t shirts,Exact (close variant),5.85,195,117,42.12,2.34,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Cheap,1.14E+11,cheap t shirts,cheep shirts,Exact (close variant),48.756,1434,932.1,372.84,37.284,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Cheap,1.14E+11,cheap t shirts,cheapest t shirt,Exact (close variant),99.96,4165,624.75,299.88,24.99,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Cheap,1.14E+11,cheap t shirts,cheap tshirts,Exact (close variant),88.426,2327,1093.69,131.2428,21.8738,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Cheap,1.14E+11,cheap t shirts,cheap tshirt,Exact (close variant),3.48,116,53.36,37.352,2.668,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Cheap,1.14E+11,cheap t shirts,cheap tee shirts,Exact (close variant),63.504,1764,687.96,261.4248,13.7592,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Cheap,1.14E+11,cheap t shirts,cheap t shirts on sale,Exact (close variant),151.92,4220,2489.8,2240.82,149.388,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Cheap,1.14E+11,cheap t shirts,cheap t shirt,Exact (close variant),125.766,4658,2235.84,335.376,22.3584,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Cheap,1.14E+11,cheap t shirts,cheap t shirst,Exact (close variant),19.83,1322,449.48,503.4176,31.4636,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Cheap,1.14E+11,cheap t shirts,cheap shitts,Exact (close variant),16.39,745,178.8,28.608,3.576,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Cheap,1.14E+11,cheap t shirts,cheap shirt,Exact (close variant),172.908,4803,3314.07,695.9547,99.4221,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Cheap,1.14E+11,cheap t shirts,cheap places to buy t shirts,Exact (close variant),44.096,2756,1047.28,670.2592,41.8912,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Cheap,1.14E+11,cheap t shirts,budget t shirt,Exact (close variant),4.59,153,50.49,53.0145,3.5343,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Cheap,1.14E+11,cheap t shirts,best affordable t shirts,Exact (close variant),68.563,2981,1401.07,686.5243,98.0749,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Cheap,1.14E+11,cheap t shirts,affordable t shirts online,Exact (close variant),4.563,117,67.86,26.4654,2.0358,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Branded,1.14E+11,branded t shirts,t shirt brand,Exact (close variant),88.77,2690,1102.9,441.16,22.058,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Branded,1.14E+11,branded t shirts,branded t shirt,Exact (close variant),16.02,801,488.61,171.0135,24.4305,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Branded,1.14E+11,branded t shirts,brand t shirt,Exact (close variant),90.755,2593,440.81,246.8536,35.2648,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Branded,1.14E+11,branded t shirts,branded t shirts,Exact,46.31,2105,1347.2,1077.76,107.776,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Black,1.14E+11,black tee shirt,full black t shirt,Exact (close variant),116.64,3888,544.32,353.808,27.216,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Black,1.14E+11,black tee shirt,blacked t shirts,Exact (close variant),118.584,3294,1317.6,158.112,26.352,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Black,1.14E+11,black tee shirt,black t shirt,Exact (close variant),108.888,4537,771.29,146.5451,7.7129,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Black,1.14E+11,black shirt,black shirts,Exact (close variant),127.182,3854,2119.7,1059.85,105.985,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Black,1.14E+11,black shirt,black colour shirt,Exact (close variant),88.536,4216,1812.88,1776.6224,126.9016,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Black,1.14E+11,black tee shirt,black tee shirt,Exact,95.612,4346,1999.16,999.58,99.958,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Black,1.14E+11,black tee,black tee,Exact,57.582,3199,415.87,187.1415,12.4761,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Black,1.14E+11,black shirt,black shirt,Exact,56.308,2011,925.06,786.301,46.253,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Best,1.14E+11,high quality t shirt,quality t shirts,Exact (close variant),41.121,1523,441.67,198.7515,13.2501,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Best,1.14E+11,best t shirts,perfect t shirt,Exact (close variant),30.09,1003,421.26,151.6536,12.6378,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Best,1.14E+11,best t shirts for men,mens t shirts best,Exact (close variant),181.678,4781,1768.97,1149.8305,88.4485,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - MIX | Txt  ~ AW - T-shirts,11675869173,AW - Best,1.14E+11,high quality t shirt,high quality t shirts,Exact (close variant),18.288,1016,680.72,102.108,20.4216,NA,NA
